Org.ID,Organization.Name,Umbrella,Subgroup,Type,Category,Alternate.Names,Umbrella.Name
ORG02057,Central School of Planning and Statistics Senate,SGPIS,SEN,Postsecondary School,Organization,NA,Central School of Planning and Statistics
ORG02058,Main School for Diplomatic Service Warsaw,SGSZW,,Postsecondary School,Organization,NA,Main School for Diplomatic Service Warsaw
ORG02059,Plant Breeding Station Dankowice,SHRDank,,Factory,Organization,NA,Plant Breeding Station Dankowice
ORG02060,State Higher School of Fine Arts Gdańsk,SHSFAG,,Postsecondary School,Organization,NA,State Higher School of Fine Arts Gdańsk
ORG02061,Staropolska Industrial Association,SIA,,National Professional Association,Organization,NA,Staropolska Industrial Association
ORG02062,Cooperative Research Institute,SIB,,Research Institute,Organization,Spółdzielczy Instytut Badawczy,Cooperative Research Institute
ORG02063,"""Słowo i Czyn""",SIC,,Periodical,Organization,"""Slowo i Czyn""","""Słowo i Czyn"""
ORG02064,Siedlce Strike (1981),SIEST,,Protest Action,Event,NA,Siedlce Strike (1981)
ORG02065,"""Serwis Informacyna FMW""",SIFMW,,Periodical,Organization,NA,"""Serwis Informacyna FMW"""
ORG02066,Association of Engineers and Technicians of Construction Materials Industry,SIiTMB,,National Professional Association,Organization,NA,Association of Engineers and Technicians of Construction Materials Industry
ORG02067,"""Serwisie Informacyjnym KZ NSZZ «Solidarność» UAM""",SIKZ,,Periodical,Organization,"""Serwisie Informacyjnym KZ NSZZ «Solidarnosc» UAM""","""Serwisie Informacyjnym KZ NSZZ «Solidarność» UAM"""
ORG02068,"""Sprawy i Ludzie""",SiL,,Periodical,Organization,NA,"""Sprawy i Ludzie"""
ORG02069,Association of Polish Engineers and Technicians,SIMP,,National Professional Association,Organization,NA,Association of Polish Engineers and Technicians
ORG02070,Silesian Institute of Science Katowice,SINK,,Research Institute,Organization,NA,Silesian Institute of Science Katowice
ORG02071,"""Serwisu Informacyjnego SKN-u""",SISKN,,Periodical,Organization,"Founding Committee of Polish Peoples Party ""Solidarnosc""","""Serwisu Informacyjnego SKN-u"""
ORG02072,Society of Scientific-Technical Engineers and Agricultural Technicians,SITR,,National Professional Association,Organization,NA,Society of Scientific-Technical Engineers and Agricultural Technicians
ORG02073,Strike Julian Marchlewski Textile Factory Łódź (Feb 1971),SJMTFLF71,,Protest Action,Event,Strike Julian Marchlewski Textile Factory Lódz ; Strike Julian Marchlewski Textile Factory Łódź,Strike Julian Marchlewski Textile Factory Łódź (Feb 1971)
ORG02074,Social Committee to Build a Center for Childrens Health,SKBCZD,,PRL NGO,Organization,NA,Social Committee to Build a Center for Childrens Health
ORG02075,Local Government Appeals Board Zamosc,SKO,Zamo,Government Agency Regional or Local,Organization,NA,Local Government Appeals Board Zamosc
ORG02076,Social Committee for the Restoration of Krakow Monuments,SKOZKr,,Government Agency Regional or Local,Organization,NA,Social Committee for the Restoration of Krakow Monuments
ORG02077,Student Circle of Sudeten Guides,SKPS,,PRL NGO,Organization,Studenckiego Koła Przewodników Sudeckich,Student Circle of Sudeten Guides
ORG02078,Agricultural Associations Cooperative Złotów,SKRZl,,Factory,Organization,NA,Agricultural Associations Cooperative Złotów
ORG02079,People's Party Member,SL,,Political Party,Mass Organization,"begun in 1944, ceases to exist 11/23/1949",People's Party Member
ORG02080,Social Legislative Council (Solidarność),SLCS,,Opposition Group Leadership Body National,Organization,NA,Social Legislative Council (Solidarność)
ORG02081,State Labor Inspectorate,SLI,,Government Agency National,Organization,NA,State Labor Inspectorate
ORG02082,"""Słowo Powszechne""",SLPO,,Periodical,Organization,"""Słowo Powszechny""","""Słowo Powszechne"""
ORG02083,śląsk University,SLU,,Postsecondary School,Organization,NA,śląsk University
ORG02084,Silesia University Faculty of Law and Administration in Katowice,SLU,FLAA,Postsecondary School,Organization,Silesia University Faculty of Law and Administration,śląsk University
ORG02085,St. Marciń Church Warsaw,SMarWar,,Charitable or Humanitarian Organization,Organization,NA,St. Marciń Church Warsaw
ORG02086,Society for Mining Engineers and Technicians,SMET,,National Professional Association,Organization,NA,Society for Mining Engineers and Technicians
ORG02087,School of Management and Human Resources of the Department of Cadre Improvement Katowice,SMHRKI,Kato,Postsecondary School,Organization,NA,School of Management and Human Resources of the Department of Cadre Improvement Katowice
ORG02088,St. Maximilian Kolbe Brotherhood of Temperance,SMKBOT,,Independent Society,Organization,NA,St. Maximilian Kolbe Brotherhood of Temperance
ORG02089,School of Mechanized Loading Machines of the Executive Board Port of Gdańsk,SMLM,,Postsecondary School,Organization,NA,School of Mechanized Loading Machines of the Executive Board Port of Gdańsk
ORG02090,Scout Movement of the Republic Council,SMR,COU,Scouting Organization,Organization,NA,Scout Movement of the Republic Council
ORG02091,Scout Movement of the Republic Founding Committee,SMR,FC,Scouting Organization,Organization,NA,Scout Movement of the Republic Council
ORG02092,Social Library,SocLi,,Independent Society,Organization,NA,Social Library
ORG02093,Solidarity Archive,SOLARCH,,Research Institute,Organization,NA,Solidarity Archive
ORG02094,"""Solidarność""",SOLID,,Periodical,Organization,NA,"""Solidarność"""
ORG02095,"""Solidarność Walcząca""",SOLIW,,Periodical,Organization,NA,"""Solidarność Walcząca"""
ORG02096,"Solidarity Organizing Committee at KWK ""Victoria""",SOLOCKV,,Opposition Group Leadership Body Regional or Local,Organization,NA,"Solidarity Organizing Committee at KWK ""Victoria"""
ORG02097,Solidarity Organizing Committee at Small Vehicle Factory Bielsko-Biały,SOLOCSV,,Opposition Group Leadership Body Regional or Local,Organization,NA,Solidarity Organizing Committee at Small Vehicle Factory Bielsko-Biały
ORG02098,"""Solidarność Podbeskidzia""",SOPO,,Periodical,Organization,"""Solidarnosc Podbeskidzia""","""Solidarność Podbeskidzia"""
ORG02099,"""Solidarności – Poznań""",SOPOZ,,Periodical,Organization,"""Solidarnosci – Poznan""","""Solidarności – Poznań"""
ORG02100,"""Solidarności Radia i Telewizji""",SORIT,,Periodical,Organization,"""Solidarnosci Radia i Telewizji""","""Solidarności Radia i Telewizji"""
ORG02101,"""Solidarność Wielkopolski""",SOWP,,Periodical,Organization,"""Solidarnosc Wielkopolski""","""Solidarność Wielkopolski"""
ORG02102,School of Organization and Economic Management Rzeszow,SOZG,Rzes,Postsecondary School,Organization,NA,School of Organization and Economic Management Rzeszow
ORG02103,Management Organization of the Reserve Staff of the Ministry of Justice,SOZKZiRRS,,Postsecondary School,Organization,Studium Organizacji Zarządzania Kadry Kierowniczej i Rezerwowej Resortu Sprawdliwości,Management Organization of the Reserve Staff of the Ministry of Justice
ORG02104,"""Solidarność Ziemi Łódzkiej""",SOZL,,Periodical,Organization,"""Solidarnosc Ziemi Lódzkiej""","""Solidarność Ziemi Łódzkiej"""
ORG02105,"""Studia Philosophiae Christianae""",SPC,,Periodical,Organization,NA,"""Studia Philosophiae Christianae"""
ORG02106,"""Spectator""",SPEC,,Periodical,Organization,NA,"""Spectator"""
ORG02107,Elementary School Insko,SPIn,,Primary School,Organization,NA,Elementary School Insko
ORG02108,"""Solidarność Podgorze Łegu Wieliczka""",SPLW,,Periodical,Organization,NA,"""Solidarność Podgorze Łegu Wieliczka"""
ORG02109,Independent Laboratory on Electron Microscopy,SPME,,Research Institute,Organization,Samodzielnej Pracowni Mikroskopii Elektronowej,Independent Laboratory on Electron Microscopy
ORG02110,"""Sprawa Miedzynarodowa""",SpMi,,Periodical,Organization,NA,"""Sprawa Miedzynarodowa"""
ORG02111,Silesia Polytechnic,SPOLY,,Postsecondary School,Organization,Polytechnic Silesia,Silesia Polytechnic
ORG02112,Silesia Polytechnic Faculty of Chemistry,SPOLY,FOC,Postsecondary School,Organization,NA,Silesia Polytechnic
ORG02113,Silesia Polytechnic Faculty of Mining,SPOLY,FOM,Postsecondary School,Organization,NA,Silesia Polytechnic
ORG02114,Silesia Polytechnic Faculty of Mechanical Engineering,SPOLY,FOME,Postsecondary School,Organization,NA,Silesia Polytechnic
ORG02115,State Plant Protection Commission,SPPC,,Government Agency National,Organization,NA,State Plant Protection Commission
ORG02116,Society for the Promotion and Propagation of Science,SPPS,,National Professional Association,Organization,Towarzystwo Popierania i Krzewienia Nauk,Society for the Promotion and Propagation of Science
ORG02117,"School of Political Science, Paris",SPSP,,Postsecondary School,Organization,School of Political Science Paris,"School of Political Science, Paris"
ORG02118,"""Spotkania""",SPTK,,Periodical,Organization,NA,"""Spotkania"""
ORG02119,Society for Reform and Democracy,SRD,,Opposition Group,Organization,"""Reform and Democracy"" Association",Society for Reform and Democracy
ORG02120,"Social Sciences Committee ""Solidarity""",SSCSOL,,Independent Society,Organization,Spoleczny Komitetu Nauki,"Social Sciences Committee ""Solidarity"""
ORG02121,Student Strike Gdańsk (May 1988),SSGKM88,,Protest Action,Event,Student Strike Gdansk,Student Strike Gdańsk (May 1988)
ORG02122,Salesian Society of the Helpers of the Church,SSHC,,Charitable or Humanitarian Organization,Organization,NA,Salesian Society of the Helpers of the Church
ORG02123,Student Solidarność Committee Wrocław,SSOLI,COMWR,Opposition Group Leadership Body Regional or Local,Organization,NA,Student Solidarność Committee Wrocław
ORG02124,Student Solidarność Committee Tri-City Universities,SSOLI,CTRIC,Opposition Group Leadership Body Regional or Local,Organization,NA,Student Solidarność Committee Wrocław
ORG02125,State Scientific Publishing House,SSPH,,Publishing House,Organization,NA,State Scientific Publishing House
ORG02126,"Szczeciń Repair Shipyard ""Gryfia""",SSRG,,Factory,Organization,NA,"Szczeciń Repair Shipyard ""Gryfia"""
ORG02127,"Szczeciń Repair Shipyard ""Gryfia"" Factory Organization of Unions",SSRG,ZOZZ,Factory,Organization,NA,"Szczeciń Repair Shipyard ""Gryfia"""
ORG02128,Solidarity Tutorials,ST,,Salon,Organization,NA,Solidarity Tutorials
ORG02129,Technical School for Construction Sopot,STBSop,,Postsecondary School,Organization,NA,Technical School for Construction Sopot
ORG02130,Scientific Technical Council for Research and Development of Truck Bodies Kielce,STCRDTB,,Research Institute,Organization,NA,Scientific Technical Council for Research and Development of Truck Bodies Kielce
ORG02131,"""Studia Logika""",STLO,,Periodical,Organization,NA,"""Studia Logika"""
ORG02132,Specialist Team Mental Health Care Wrocław,STMHCWR,,Medical Facility,Organization,NA,Specialist Team Mental Health Care Wrocław
ORG02133,School of Technical-Mechanical Metallurgy in Nowa Huta,STMMNH,,Postsecondary School,Organization,NA,School of Technical-Mechanical Metallurgy in Nowa Huta
ORG02134,School of Technical-Mechanical Metallurgy in Warsaw,STMMW,,Postsecondary School,Organization,NA,School of Technical-Mechanical Metallurgy in Warsaw
ORG02135,"""Studia Nauk Polyticznych""",StNaPo,,Periodical,Organization,"""Studia Nauk Politycznych""","""Studia Nauk Polyticznych"""
ORG02136,School for Industrial Economics Krakow,StPE,Kra,Postsecondary School,Organization,NA,School for Industrial Economics Krakow
ORG02137,State Technical School of Chemistry Gorzow Wielkopolski,STSCGW,,Postsecondary School,Organization,NA,State Technical School of Chemistry Gorzow Wielkopolski
ORG02138,State Technical School Warsaw,STSWAR,,Postsecondary School,Organization,NA,State Technical School Warsaw
ORG02139,"""Student""",Stud,,Periodical,Organization,NA,"""Student"""
ORG02140,"""Studia Psychologiczne""",StuPsy,,Periodical,Organization,NA,"""Studia Psychologiczne"""
ORG02141,Silesian Scientific Technical School,STZN,,Postsecondary School,Organization,Slakie Techniczne Zakłady Naukowe,Silesian Scientific Technical School
ORG02142,Sugar Plant Klemensów,SugP,Klem,Factory,Organization,NA,Sugar Plant Klemensów
ORG02143,"""Suma""",SUMA,,Periodical,Organization,NA,"""Suma"""
ORG02144,Supreme Bar Council,SUPBC,,Legal Office,Organization,NA,Supreme Bar Council
ORG02145,Supreme Court,SUPCT,,Legal Office,Organization,Supreme Court Warsaw,Supreme Court
ORG02146,Supreme Court Civil Chamber,SUPCT,CIV,Legal Office,Organization,Sąd Najwyższy Izba Cywilna,Supreme Court
ORG02147,Small Vehicle Factory Bielsko-Biały Department of Transport,SVFBB,DOT,Factory,Organization,NA,Small Vehicle Factory Bielsko-Biały Department of Transport
ORG02148,Fighting Solidarity,SWAL,,Opposition Group,Organization,NA,Fighting Solidarity
ORG02149,"""Świat""",SWIAT,,Periodical,Organization,"""Swiat""","""Świat"""
ORG02150,świętokryska Polytechnic Faculty of Economics,SWPOLY,FECON,Postsecondary School,Organization,NA,świętokryska Polytechnic
ORG02151,świętokryska Polytechnic Faculty of Mechanical Engineering,SWPOLY,FME,Postsecondary School,Organization,NA,świętokryska Polytechnic
ORG02152,świętokrzyskie Polytechnic Institute of Economics Branch in Radom,SWPOLY,INER,Postsecondary School,Organization,NA,świętokryska Polytechnic
ORG02153,świętokryska Polytechnic Institute of Vehicles and Working Machines,SWPOLY,IVWM,Postsecondary School,Organization,NA,świętokryska Polytechnic
ORG02154,Stałowa Wola Steel Workers,SWSW,,Factory,Organization,NA,Stałowa Wola Steel Workers
ORG02155,Szare Szereg,SzaSze,,Scouting Organization,Organization,NA,Szare Szereg
ORG02156,Szczecin University,SzczU,,Postsecondary School,Organization,NA,Szczecin University
ORG02157,Children's Hospital Zabrze,SzdDz,Zab,Medical Facility,Organization,NA,Children's Hospital Zabrze
ORG02158,"""Sztandar Młodych""",SZML,,Periodical,Organization,NA,"""Sztandar Młodych"""
ORG02159,Szczecin Port Authority,SZPA,,Government Agency Regional or Local,Organization,NA,Szczecin Port Authority
ORG02160,"""Szpiłki""",Szpil,,Periodical,Organization,NA,"""Szpiłki"""
ORG02161,Silesia Football Association,SZPN,,PRL NGO,Organization,NA,Silesia Football Association
ORG02162,Socialist Union of Polish Students,SZSP,,PRL NGO,Mass Organization,NA,Socialist Union of Polish Students
ORG02163,Socialist Union of Polish Students All Poland Council of Young Science Workers,SZSP,ORMPN,PRL NGO,Organization,NA,Socialist Union of Polish Students
ORG02164,Socialist Union of Polish Students Main Council,SZSP,ZG,PRL NGO Leadership Body National,Organization,NA,Socialist Union of Polish Students
ORG02165,Socialist Union of Polish Students boycott,SZSPBoy,,Protest Action,Event,NA,Socialist Union of Polish Students boycott
ORG02166,Szczecin Shipyard Strike 1980,SZSS80,,Protest Action,Event,NA,Szczecin Shipyard Strike 1980
ORG02167,Szczecin Shipyard Strike 1988,SZSS88,,Protest Action,Event,NA,Szczecin Shipyard Strike 1988
ORG02168,"""Sztandard Młodych""",SztaMl,,Periodical,Organization,NA,"""Sztandard Młodych"""
ORG02169,Vocational School Żyrardów,SZZyr,,Postsecondary School,Organization,NA,Vocational School Żyrardów
ORG02170,"""21""",T21,,Periodical,Organization,NA,"""21"""
ORG02171,Theater Academy Warsaw,TAW,,Postsecondary School,Organization,NA,Theater Academy Warsaw
ORG02172,Construction Technical School No 3 Wroclaw,TB3,,Postsecondary School,Organization,NA,Construction Technical School No 3 Wroclaw
ORG02173,Technical College of Foreign Trade,TCFT,,Postsecondary School,Organization,NA,Technical College of Foreign Trade
ORG02174,Technology Centre Manufacturing Shipbuilding Industry Promor in Gdańsk,TCMSIP,,Research Institute,Organization,Technology Center Manufacturing Shipbuilding Industry Promor in Gdansk ; Technology Center Manufacturing Shipbuilding Industry Promor in Gdańsk,Technology Centre Manufacturing Shipbuilding Industry Promor in Gdańsk
ORG02175,Temporary Committee of the Wałbrzycki Mining Basin,TCWMB,,Opposition Group Leadership Body Regional or Local,Organization,NA,Temporary Committee of the Wałbrzycki Mining Basin
ORG02176,Technical College for Energy Workers,TEdP,,Postsecondary School,Organization,NA,Technical College for Energy Workers
ORG02177,Technical School for Electrical Engineering Poznan,TEPoz,,High School,Organization,NA,Technical School for Electrical Engineering Poznan
ORG02178,Temporary Faculty Committee Solidarność Gdańsk University,TFCSGU,,Opposition Group Leadership Body Regional or Local,Organization,NA,Temporary Faculty Committee Solidarność Gdańsk University
ORG02179,Theater of the Grotesque Kraków,TGKR,,PRL NGO,Organization,NA,Theater of the Grotesque Kraków
ORG02180,"""Tu i Teraz""",TiT,,Periodical,Organization,NA,"""Tu i Teraz"""
ORG02181,Society for the Promotion of Physical Culture,TKKF,,PRL NGO,Organization,NA,Society for the Promotion of Physical Culture
ORG02182,Society for the Development of Secular Culture,TKKS,,National Professional Association,Organization,NA,Society for the Development of Secular Culture
ORG02183,Society for Academic Courses,TKN,,Independent Society,Organization,Towarzystwo Kursow Naukowych,Society for Academic Courses
ORG02184,Technical School for Communications Poznan,TLPoz,,High School,Organization,NA,Technical School for Communications Poznan
ORG02185,Technical College for Mechanics,TMLub,,Postsecondary School,Organization,NA,Technical College for Mechanics
ORG02186,Association of Scientific Organizations and Directors,TNOiK,,National Professional Association,Organization,NA,Association of Scientific Organizations and Directors
ORG02187,"Association ""Odpowdzialnosc i czyn""",TOiC,,PRL NGO,Organization,NA,"Association ""Odpowdzialnosc i czyn"""
ORG02188,Tourism Institute,TOURI,,Government Agency National,Organization,NA,Tourism Institute
ORG02189,"""Kuznica"" Association",TowKuz,,PRL NGO,Organization,NA,"""Kuznica"" Association"
ORG02190,Friends of Science Opole,TPNOp,,National Professional Association,Organization,NA,Friends of Science Opole
ORG02191,"Association ""Polonia""",TPolo,,PRL NGO,Organization,NA,"Association ""Polonia"""
ORG02192,Polish-French Friendship Society,TPPF,,International Professional Association,Organization,NA,Polish-French Friendship Society
ORG02193,Association for Polish-Norwegian Friendship,TPPNor,,National Professional Association,Organization,General University of Wroclaw Department of Microbiology,Association for Polish-Norwegian Friendship
ORG02194,Polish-Soviet Friendship Society,TPPR,,PRL NGO,Organization,NA,Polish-Soviet Friendship Society
ORG02195,Printing Technical School Warsaw,TPW,,Postsecondary School,Organization,NA,Printing Technical School Warsaw
ORG02196,Association for Developing Families,TRR,,National Professional Association,Organization,Tow. Rozwoju Rodziny,Association for Developing Families
ORG02197,Society of the Workers University's Youth Organization,TRUOM,,PRL NGO,Organization,NA,Society of the Workers University's Youth Organization
ORG02198,"""Trybuna Ludu""",TryLu,,Periodical,Organization,NA,"""Trybuna Ludu"""
ORG02199,"""Trybuna Mazowiecka""",TryMa,,Periodical,Organization,NA,"""Trybuna Mazowiecka"""
ORG02200,State Tribunal,TrySta,,Government Leadership Body National,Organization,Trybunał Stanu,State Tribunal
ORG02201,Technical School of Agriculture and Meadows Przemyśł,TSAM,,Postsecondary School,Organization,NA,Technical School of Agriculture and Meadows Przemyśł
ORG02202,Technical School of Auto Mechanics Szczecin,TSAMS,,Postsecondary School,Organization,NA,Technical School of Auto Mechanics Szczecin
ORG02203,Technical School of Building Szczecin,TSBS,,Postsecondary School,Organization,NA,Technical School of Building Szczecin
ORG02204,Technical School for Economics Kepno,TSEKep,,Postsecondary School,Organization,NA,Technical School for Economics Kepno
ORG02205,Technical School for Economics Warsaw,TSEW,,Postsecondary School,Organization,NA,Technical School for Economics Warsaw
ORG02206,Tewa Semiconductor Factory Warsaw,TSFW,,Factory,Organization,NA,Tewa Semiconductor Factory Warsaw
ORG02207,"Theater ""Sąd Młodych""",TSM,,PRL NGO,Organization,NA,"Theater ""Sąd Młodych"""
ORG02208,Technical School for Mechanics Chojnow,TSMChoj,,High School,Organization,NA,Technical School for Mechanics Chojnow
ORG02209,Technical School for Mechanics Poznan,TSMPoz,,High School,Organization,NA,Technical School for Mechanics Poznan
ORG02210,Technical School for Mechanics Ustroniu,TSMUst,,High School,Organization,NA,Technical School for Mechanics Ustroniu
ORG02211,Technical School of Mining for Workers in Jastrzebie-Zdroj,TSMWJZ,,Postsecondary School,Organization,NA,Technical School of Mining for Workers in Jastrzebie-Zdroj
ORG02212,Teachers Solidarność Gdańsk,TSOLIGK,,Opposition Group Leadership Body Regional or Local,Organization,NA,Teachers Solidarność Gdańsk
ORG02213,Technical School of the Paper Industries Konstancin-Jeziorna,TSPIKJ,,Postsecondary School,Organization,NA,Technical School of the Paper Industries Konstancin-Jeziorna
ORG02214,Association for Secular Schools,TSS,,National Professional Association,Organization,NA,Association for Secular Schools
ORG02215,Trade Union of Construction and Housing Cooperatives Main Board,TUCHC,MB,PRL NGO Leadership Body National,Organization,NA,Trade Union of Construction and Housing Cooperatives Main Board
ORG02216,Association of Polish Urban Planners,TUP,,National Professional Association,Organization,NA,Association of Polish Urban Planners
ORG02217,"""Tu Teraz""",TUTER,,Periodical,Organization,NA,"""Tu Teraz"""
ORG02218,Polish Television,TVP,,Government Agency National,Organization,Polish Television - TVP ; Telewizja Polska,Polish Television
ORG02219,Polish Television Programs for Children and Youth,TVP,CY,Government Agency National,Organization,NA,Polish Television
ORG02220,Telewizja Polska Dziennik Telewizyjny,TVP,DT,Periodical,Organization,NA,Polish Television
ORG02221,"""Fakt"" TVP",TVP,Fakt,Periodical,Organization,NA,Polish Television
ORG02222,Polish Television Krakow,TVP,Krak,Periodical,Organization,NA,Polish Television
ORG02223,"""Kultura"" TVP",TVP,Kult,Periodical,Organization,NA,Polish Television
ORG02224,"""Panorama"" TVP",TVP,Pano,Periodical,Organization,NA,Polish Television
ORG02225,"Polish Television ""Week in Politics""",TVP,TwP,Periodical,Organization,NA,Polish Television
ORG02226,Textiles Vocational School Łódź,TVSL,,Postsecondary School,Organization,NA,Textiles Vocational School Łódź
ORG02227,Universal Knowledge Society,TWP,,PRL NGO,Organization,NA,Universal Knowledge Society
ORG02228,"""Tygodnik Kulturalna""",TygKul,,Periodical,Organization,NA,"""Tygodnik Kulturalna"""
ORG02229,"""Tygodnik Warszawskie""",TygWar,,Periodical,Organization,NA,"""Tygodnik Warszawskie"""
ORG02230,"""Tygodnik Mazowia""",TYMAZ,,Periodical,Organization,"""Tygodnik Mazowsze""","""Tygodnik Mazowia"""
ORG02231,"""Tygodnik Powszeczny""",TYPOW,,Periodical,Organization,"""Tygodnik Powszechny""","""Tygodnik Powszeczny"""
ORG02232,"""Tygodnik Solidarność""",TYSOL,,Periodical,Organization,NA,"""Tygodnik Solidarność"""
ORG02233,"""Tygodnik Wojenny""",TYWOJ,,Periodical,Organization,NA,"""Tygodnik Wojenny"""
ORG02234,Ukrainian Communist Party Higher Party School Kiev,UCP,WSK,Postsecondary School,Organization,Wyższą Szkołę Partyjną przy KC KPU w Kijowie,Ukrainian Communist Party Higher Party School Kiev
ORG02235,Ustrzyki Dolne Strike Participant,UDSTRIKE,,Protest Action,Event,NA,Ustrzyki Dolne Strike Participant
ORG02236,University Extension Workers Solidarność,UEWS,,Opposition Group Leadership Body Regional or Local,Organization,NA,University Extension Workers Solidarność
ORG02237,University of Ghana,UGhana,,Postsecondary School,Organization,NA,University of Ghana
ORG02238,University of Göttingen Faculty of Theology,UGott,FoT,Postsecondary School,Organization,NA,University of Göttingen Faculty of Theology
ORG02239,Jagiellonian University,UJ,,Postsecondary School,Organization,NA,Jagiellonian University
ORG02240,Jagiellonian University Faculty of Agriculture,UJ,FAG,Postsecondary School,Organization,NA,Jagiellonian University
ORG02241,Jagiellonian University Faculty of Indo-Iranian Philology,UJ,FIIP,Postsecondary School,Organization,NA,Jagiellonian University
ORG02242,Jagiellonian University Faculty of History,UJ,FOH,Postsecondary School,Organization,NA,Jagiellonian University
ORG02243,Jagiellonian University Faculty of Law,UJ,FOL,Postsecondary School,Organization,Wydział Prawa i Administracji Uniwersytetu Jagiellońskiego,Jagiellonian University
ORG02244,Jagiellonian University Faculty of Law Department of Criminal Law,UJ,FOLDCL,Postsecondary School,Organization,NA,Jagiellonian University
ORG02245,Jagiellonian University Faculty of Mathematics and Physics,UJ,FOPh,Postsecondary School,Organization,NA,Jagiellonian University
ORG02246,Jagiellonian University Faculty of Philosophy,UJ,FOPH,Postsecondary School,Organization,NA,Jagiellonian University
ORG02247,Jagiellonian University Faculty of Philosophy and History,UJ,FPH,Postsecondary School,Organization,NA,Jagiellonian University
ORG02248,Jagiellonian University Faculty of Polish Philology,UJ,FPP,Postsecondary School,Organization,NA,Jagiellonian University
ORG02249,Jagiellonian University Institute of Sociology,UJ,ISOC,Postsecondary School,Organization,Instytut Socjologii Uniwersytetu Jagiellońskiego,Jagiellonian University
ORG02250,Jagiellonian University Library,UJ,LIB,Postsecondary School,Organization,NA,Jagiellonian University
ORG02251,Jagiellonian University Medical College Faculty of Medicine,UJ,MCFoM,Postsecondary School,Organization,NA,Jagiellonian University
ORG02252,Jagiellonian University Physics Institute,UJ,PHIN,Postsecondary School,Organization,NA,Jagiellonian University
ORG02253,Jagiellonian University School of Political Science,UJ,SPS,Postsecondary School,Organization,NA,Jagiellonian University
ORG02254,Marie Curie-Skladowska University,UMCS,,Postsecondary School,Organization,Marie Curie-Składowska University,Marie Curie-Skladowska University
ORG02255,Marie Curie-Sklodowska University Department of Econometrics,UMCS,DECON,Postsecondary School,Organization,Katedra Statystyki i Ekonometrii Uniwersytetu Marii Curie-Skłodowskiej,Marie Curie-Skladowska University
ORG02256,Marie Curie-Składowska University Department of Microbiology,UMCS,DMICRO,Postsecondary School,Organization,NA,Marie Curie-Skladowska University
ORG02257,Marie Curie-Składowska University Faculty of Agriculture,UMCS,FoAg,Postsecondary School,Organization,NA,Marie Curie-Skladowska University
ORG02258,Marie Curie-Składowska University Faculty of Humanities,UMCS,FOH,Postsecondary School,Organization,NA,Marie Curie-Skladowska University
ORG02259,Marie Curie-Składowska University Faculty of Law,UMCS,FoL,Postsecondary School,Organization,NA,Marie Curie-Skladowska University
ORG02260,Marie Curie-Składowska University Intercollegiate Institute of Political Science,UMCS,MINP,Postsecondary School,Organization,NA,Marie Curie-Skladowska University
ORG02261,Marie Curie-Składowska University Studium for Political Science,UMCS,SNP,Postsecondary School,Organization,NA,Marie Curie-Skladowska University
ORG02262,City Government Krakow,UMKR,,Government Agency Regional or Local,Organization,NA,City Government Krakow
ORG02263,Ursus Mechanical Plant,UMP,,Factory,Organization,Mechanical Plant Ursus,Ursus Mechanical Plant
ORG02264,Ursus Mechanical Plant Workers Council,UMP,PWC,Factory,Organization,NA,Ursus Mechanical Plant
ORG02265,"United Nations Committee of Housing, Building and Planning",UN,CHBP,International Organization,Organization,NA,United Nations
ORG02266,United Nations Conference on Trade and Development,UN,CTAD,International Organization,Organization,NA,United Nations
ORG02267,"United Nations ""Development Forum""",UN,DF,Periodical,Organization,NA,United Nations
ORG02268,United Nations Economic Commission for Europe,UN,ECE,International Organization,Organization,NA,United Nations
ORG02269,United Nations Food and Agriculture Organization in Sri Lanka,UN,FAOCey,International Organization,Organization,NA,United Nations
ORG02270,United Nations Group of Experts of the European Trade Commission Regarding Urban and Regional Planning,UN,GEETCURP,International Organization,Organization,NA,United Nations
ORG02271,United Nations Regional Development consultant,UN,RDC,International Organization,Organization,NA,United Nations
ORG02272,United Nations Secretariat New York,UN,Sec,International Organization,Organization,NA,United Nations
ORG02273,"United Nations ""Zycie i świat""",UN,ZiS,Periodical,Organization,NA,United Nations
ORG02274,UNESCO,UNESCO,,International Organization,Organization,NA,UNESCO
ORG02275,UNESCO Committee on Biomaterials and Biotechnology,UNESCO,CBB,International Organization,Organization,NA,UNESCO
ORG02276,"UNESCO Center for Research on Social Economic Development in South Asia, Delhi",UNESCO,CRSED,International Organization,Organization,NA,UNESCO
ORG02277,UNESCO Department of Cultural Development,UNESCO,DCD,International Organization,Organization,NA,UNESCO
ORG02278,Union of Chemists,UniChem,,National Professional Association,Organization,NA,Union of Chemists
ORG02279,Moscow University,UnivMosk,,Postsecondary School,Organization,Lomonosow University,Moscow University
ORG02280,University of Oran (Algeria) Department of Clinical Pathology,UORAN,DCP,Postsecondary School,Organization,NA,University of Oran (Algeria) Department of Clinical Pathology
ORG02281,Peoples University,UP,,Postsecondary School,Organization,NA,Peoples University
ORG02282,Peoples University Fajsławice,UP,FAJ,Postsecondary School,Organization,NA,Peoples University
ORG02283,Union of Polish Socialist Youth,UPSY,,PRL NGO,Mass Organization,NA,Union of Polish Socialist Youth
ORG02284,Union of Revolutionary Youth,URY,,Opposition Group,Organization,NA,Union of Revolutionary Youth
ORG02285,US Academy of Engineering,USAE,,International Professional Association,Organization,NA,US Academy of Engineering
